"id","Symbol","Company","Marketcap"
"1344","RADIOCITY","Music Broadcast Limited","  59,112 "
"1345","NIPPOBATRY","Indo-National Limited","  59,014 "
"1346","OSIAHYPER","Osia Hyper Retail Limited","  58,885 "
"1347","ZUARIIND","ZUARI INDUSTRIES LIMITED","  58,773 "
"1348","KANORICHEM","Kanoria Chemicals & Industries Limited","  58,702 "
"1349","BIRLAMONEY","Aditya Birla Money Limited","  58,628 "
"1350","POCL","Pondy Oxides & Chemicals Limited","  58,438 "
"1351","MUNJALSHOW","Munjal Showa Limited","  57,753 "
"1352","INTLCONV","International Conveyors Limited","  57,707 "
"1353","AARTISURF","Aarti Surfactants Limited","  57,172 "
"1354","BBTCL","B&B Triplewall Containers Limited","  56,990 "
"1355","CYBERTECH","Cybertech Systems And Software Limited","  56,832 "
"1356","COOLCAPS","Cool Caps Industries Limited","  56,760 "
"1357","ZIMLAB","Zim Laboratories Limited","  56,205 "
"1358","RATNAVEER","Ratnaveer Precision Engineering Limited","  55,968 "
"1359","PRIMESECU","Prime Securities Limited","  55,956 "
"1360","BEDMUTHA","Bedmutha Industries Limited","  55,671 "
"1361","ALBERTDAVD","Albert David Limited","  55,665 "
"1362","KRITI","Kriti Industries (India) Limited","  55,506 "
"1363","NAHARPOLY","Nahar Poly Films Limited","  55,434 "
"1364","WINDMACHIN","Windsor Machines Limited","  55,387 "
"1365","UNIDT","United Drilling Tools Limited","  54,818 "
"1366","NAHARINDUS","Nahar Industrial Enterprises Limited","  54,785 "
"1367","CLEDUCATE","CL Educate Limited","  54,779 "
"1368","PTL","PTL Enterprises Limited","  54,672 "
"1369","WEL","Wonder Electricals Limited","  54,454 "
"1370","VENUSREM","Venus Remedies Limited","  54,303 "
"1371","DIAMINESQ","Diamines  & Chemicals Limited","  54,101 "
"1372","WSI","W S Industries (I) Limited","  53,501 "
"1373","GOKUL","Gokul Refoils and Solvent Limited","  53,408 "
"1374","SARVESHWAR","Sarveshwar Foods Limited","  53,345 "
"1375","MMP","MMP Industries Limited","  52,939 "
"1376","RADHIKAJWE","Radhika Jeweltech Limited","  52,628 "
"1377","ORICONENT","Oricon Enterprises Limited","  52,532 "
"1378","CHEMFAB","Chemfab Alkalis Limited","  52,439 "
"1379","SAHANA","Sahana System Limited","  52,413 "
"1380","MAZDA","Mazda Limited","  52,383 "
"1381","GOACARBON","Goa Carbon Limited","  52,326 "
"1382","ANNAPURNA","Annapurna Swadisht Limited","  52,274 "
"1383","PROZONER","Prozone Realty Limited","  51,809 "
"1384","ASMS","Bartronics India Limited","  51,778 "
"1385","EXXARO","Exxaro Tiles Limited","  51,676 "
"1386","DONEAR","Donear Industries Limited","  51,636 "
"1387","DOLPHIN","Dolphin Offshore Enterprises (India) Limited","  51,286 "
"1388","NAHARCAP","Nahar Capital and Financial Services Limited","  51,227 "
"1389","AUTOIND","Autoline Industries Limited","  50,886 "
"1390","PHANTOMFX","Phantom Digital Effects Limited","  50,541 "
"1391","TIRUPATI","Shree Tirupati Balajee FIBC Limited","  50,042 "
"1392","PAVNAIND","Pavna Industries Limited","  49,972 "
"1393","BANSWRAS","Banswara Syntex Limited","  49,705 "
"1394","MEGASOFT","Megasoft Limited","  49,537 "
"1395","GENUSPAPER","Genus Paper & Boards Limited","  49,497 "
"1396","PDMJEPAPER","Pudumjee Paper Products Limited","  49,279 "
"1397","NDLVENTURE","NDL Ventures Limited","  48,251 "
"1398","ALLETEC","All E Technologies Limited","  48,103 "
"1399","SIGMA","Sigma Solve Limited","  47,883 "
"1400","ORBTEXP","Orbit Exports Limited","  47,858 "
"1401","GEECEE","GeeCee Ventures Limited","  47,825 "
"1402","VARDHACRLC","Vardhman Acrylics Limited","  47,696 "
"1403","GEEKAYWIRE","Geekay Wires Limited","  47,557 "
"1404","LIBERTSHOE","Liberty Shoes Limited","  47,490 "
"1405","ADVANIHOTR","Advani Hotels & Resorts (India) Limited","  47,398 "
"1406","MBLINFRA","MBL Infrastructure Limited","  47,349 "
"1407","SARLAPOLY","Sarla Performance Fibers Limited","  47,346 "
"1408","SOUTHWEST","South West Pinnacle Exploration Limited","  47,322 "
"1409","UNIVPHOTO","Universus Photo Imagings Limited","  47,180 "
"1410","VIKASECO","Vikas EcoTech Limited","  47,025 "
"1411","EUROBOND","Euro Panel Products Limited","  47,016 "
"1412","SHIVAMAUTO","Shivam Autotech Limited","  46,994 "
"1413","PARSVNATH","Parsvnath Developers Limited","  46,782 "
"1414","NEWJAISA","Newjaisa Technologies Limited","  46,666 "
"1415","KRISHNADEF","Krishna Defence and Allied Industries Limited","  46,471 "
"1416","RBZJEWEL","RBZ Jewellers Limited","  46,300 "
"1417","IFBAGRO","IFB Agro Industries Limited","  46,156 "
"1418","SPMLINFRA","SPML Infra Limited","  46,064 "
"1419","WEALTH","Wealth First Portfolio Managers Limited","  45,966 "
"1420","SIMPLEXINF","Simplex Infrastructures Limited","  45,800 "
"1421","SILINV","SIL Investments Limited","  45,578 "
"1422","NBIFIN","N. B. I. Industrial Finance Company Limited","  45,531 "
"1423","OSWALAGRO","Oswal Agro Mills Limited","  45,506 "
"1424","DICIND","DIC India Limited","  45,454 "
"1425","MODISONLTD","MODISON LIMITED","  45,235 "
"1426","SGIL","Synergy Green Industries Limited","  44,955 "
"1427","ASIANHOTNR","Asian Hotels (North) Limited","  44,801 "
"1428","SAHYADRI","Sahyadri Industries Limited","  44,409 "
"1429","AVG","AVG Logistics Limited","  44,287 "
"1430","BALAXI","BALAXI PHARMACEUTICALS LIMITED","  44,230 "
"1431","RPPINFRA","R.P.P. Infra Projects Limited","  44,068 "
"1432","KAYA","Kaya Limited","  44,000 "
"1433","HITECHCORP","Hitech Corporation Limited","  43,944 "
"1434","PLAZACABLE","Plaza Wires Limited","  43,883 "
"1435","CINELINE","Cineline India Limited","  43,874 "
"1436","SHYAMCENT","Shyam Century Ferrous Limited","  43,708 "
"1437","KOTARISUG","Kothari Sugars And Chemicals Limited","  43,682 "
"1438","GOLDTECH","Goldstone Technologies Limited","  43,608 "
"1439","SHEMAROO","Shemaroo Entertainment Limited","  43,588 "
"1440","KRITINUT","Kriti Nutrients Limited","  43,515 "
"1441","OSWALSEEDS","ShreeOswal Seeds And Chemicals Limited","  43,258 "
"1442","UFO","UFO Moviez India Limited","  43,185 "
"1443","ESFL","Essen Speciality Films Limited","  42,899 "
"1444","KORE","Jay Jalaram Technologies Limited","  42,851 "
"1445","NURECA","Nureca Limited","  42,791 "
"1446","LORDSCHLO","Lords Chloro Alkali Limited","  42,749 "
"1447","SHIVAUM","Shiv Aum Steels Limited","  42,338 "
"1448","BRNL","Bharat Road Network Limited","  41,849 "
"1449","BPL","BPL Limited","  41,654 "
"1450","SAKUMA","Sakuma Exports Limited","  41,634 "
"1451","TRIGYN","Trigyn Technologies Limited","  41,422 "
"1452","EMAMIREAL","Emami Realty Limited","  41,326 "
"1453","WANBURY","Wanbury Limited","  41,276 "
"1454","DUGLOBAL","DUDIGITAL GLOBAL LIMITED","  41,247 "
"1455","ALANKIT","Alankit Limited","  41,206 "
"1456","NRL","Nupur Recyclers Limited","  41,138 "
"1457","BIL","Bhartiya International Limited","  41,048 "
"1458","LYKALABS","Lyka Labs Limited","  40,949 "
"1459","IITL","Industrial Investment Trust Limited","  40,927 "
"1460","IL&FSENGG","IL&FS Engineering and Construction Company Limited","  40,779 "
"1461","GOLDSTAR","Goldstar Power Limited","  40,438 "
"1462","KCPSUGIND","KCP Sugar and Industries Corporation Limited","  40,308 "
"1463","TPLPLASTEH","TPL Plastech Limited","  40,289 "
"1464","CLOUD","Varanium Cloud Limited","  40,226 "
"1465","PODDARMENT","Poddar Pigments Limited","  40,185 "
"1466","CRAYONS","Crayons Advertising Limited","  40,175 "
"1467","HIGREEN","Hi-Green Carbon Limited","  40,096 "
"1468","RUCHIRA","Ruchira Papers Limited","  39,977 "
"1469","SHREERAMA","Shree Rama Multi-Tech Limited","  39,974 "
"1470","FOCE","Foce India Limited","  39,926 "
"1471","VMARCIND","V Marc India Limited","  39,795 "
"1472","NATHBIOGEN","Nath Bio-Genes (India) Limited","  39,414 "
"1473","VINSYS","Vinsys IT Services India Limited","  39,337 "
"1474","APOLSINHOT","Apollo Sindoori Hotels Limited","  39,266 "
"1475","EIFFL","Euro India Fresh Foods Limited","  39,258 "
"1476","NDL","Nandan Denim Limited","  38,487 "
"1477","REMSONSIND","Remsons Industries Limited","  38,462 "
"1478","SAAKSHI","Saakshi Medtech and Panels Limited","  38,419 "
"1479","SYSTANGO","Systango Technologies Limited","  38,249 "
"1480","VIPCLOTHNG","VIP Clothing Limited","  38,201 "
"1481","MAWANASUG","Mawana Sugars Limited","  37,806 "
"1482","BROOKS","Brooks Laboratories Limited","  37,690 "
"1483","RAMAPHO","Rama Phosphates Limited","  37,651 "
"1484","TIL","TIL Limited","  37,629 "
"1485","PVP","PVP Ventures Limited","  37,628 "
"1486","KOTHARIPRO","Kothari Products Limited","  37,454 "
"1487","RBMINFRA","Rbm Infracon Limited","  37,411 "
"1488","ANMOL","Anmol India Limited","  37,222 "
"1489","IVC","IL&FS Investment Managers Limited","  37,056 "
"1490","AURUM","Aurum PropTech Limited","  36,961 "
"1491","SADBHAV","Sadbhav Engineering Limited","  36,716 "
"1492","KODYTECH","Kody Technolab Limited","  36,649 "
"1493","MEGASTAR","Megastar Foods Limited","  36,619 "
"1494","MAHEPC","Mahindra EPC Irrigation Limited","  36,594 "
"1495","MIRCELECTR","MIRC Electronics Limited","  36,491 "
"1496","RANASUG","Rana Sugars Limited","  36,396 "
"1497","BEWLTD","BEW Engineering Limited","  36,320 "
"1498","SRGHFL","SRG Housing Finance Limited","  36,238 "
"1499","DRONE","Drone Destination Limited","  36,171 "
"1500","DYNPRO","Dynemic Products Limited","  36,079 "
"1501","STARPAPER","Star Paper Mills Limited","  36,071 "
"1502","ASAHISONG","Asahi Songwon Colors Limited","  36,045 "
"1503","DEVIT","Dev Information Technology Limited","  36,023 "
"1504","INSPIRISYS","Inspirisys Solutions Limited","  35,952 "
"1505","SHREYANIND","Shreyans Industries Limited","  35,772 "
"1506","NILAINFRA","Nila Infrastructures Limited","  35,647 "
"1507","URAVI","Uravi T and Wedge Lamps Limited","  35,596 "
"1508","AYMSYNTEX","AYM Syntex Limited","  35,521 "
"1509","REPL","Rudrabhishek Enterprises Limited","  35,509 "
"1510","ROXHITECH","Rox Hi Tech Limited","  35,453 "
"1511","PRAXIS","Praxis Home Retail Limited","  35,425 "
"1512","HINDMOTORS","Hindustan Motors Limited","  35,263 "
"1513","PONNIERODE","Ponni Sugars (Erode) Limited","  35,168 "
"1514","SCPL","Sheetal Cool Products Limited","  35,123 "
"1515","SKP","SKP Bearing Industries Limited","  35,026 "
"1516","EMKAY","Emkay Global Financial Services Limited","  35,001 "
"1517","SMLT","Sarthak Metals Limited","  34,943 "
"1518","STARTECK","Starteck Finance Limited","  34,840 "
"1519","COASTCORP","Coastal Corporation Limited","  34,822 "
"1520","SINTERCOM","Sintercom India Limited","  34,768 "
"1521","TIPSFILMS","Tips Films Limited","  34,654 "
"1522","SOLEX","Solex Energy Limited","  34,560 "
"1523","PREMIERPOL","Premier Polyfilm Limited","  34,376 "
"1524","AIRAN","Airan Limited","  34,318 "
"1525","CAREERP","Career Point Limited","  34,303 "
"1526","PROV","Proventus Agrocom Limited","  34,275 "
"1527","SAKHTISUG","Sakthi Sugars Limited","  34,110 "
"1528","TAKE","Take Solutions Limited","  34,099 "
"1529","IZMO","IZMO Limited","  33,731 "
"1530","KNAGRI","KN Agri Resources Limited","  33,499 "
"1531","PPAP","PPAP Automotive Limited","  33,397 "
"1532","PASUPTAC","Pasupati Acrylon Limited","  33,336 "
"1533","BHAGYANGR","Bhagyanagar India Limited","  33,211 "
"1534","PRECOT","Precot Limited","  32,844 "
"1535","ZODIACLOTH","Zodiac Clothing Company Limited","  32,817 "
"1536","MHLXMIRU","Mahalaxmi Rubtech Limited","  32,801 "
"1537","ASHIMASYN","Ashima Limited","  32,774 "
"1538","SAH","Sah Polymers Limited","  32,761 "
"1539","INFINIUM","Infinium Pharmachem Limited","  32,703 "
"1540","SHERA","Shera Energy Limited","  32,576 "
"1541","RVHL","Ravinder Heights Limited","  32,494 "
"1542","LOYALTEX","Loyal Textile Mills Limited","  32,489 "
"1543","UCAL","UCAL LIMITED","  32,474 "
"1544","DCMNVL","DCM Nouvelle Limited","  32,406 "
"1545","MANORG","Mangalam Organics Limited","  32,399 "
"1546","HARRMALAYA","Harrisons  Malayalam Limited","  32,075 "
"1547","ESSENTIA","Integra Essentia Limited","  31,992 "
"1548","LGHL","Laxmi Goldorna House Limited","  31,663 "
"1549","GSS","GSS Infotech Limited","  31,511 "
"1550","MANAKSTEEL","Manaksia Steels Limited","  31,293 "
"1551","VISHWARAJ","Vishwaraj Sugar Industries Limited","  31,171 "
"1552","LGBFORGE","LGB Forge Limited","  31,085 "
"1553","BASML","Bannari Amman Spinning Mills Limited","  30,832 "
"1554","MURUDCERA","Murudeshwar Ceramics Limited","  30,752 "
"1555","JAYSREETEA","Jayshree Tea & Industries Limited","  30,726 "
"1556","GUJAPOLLO","Gujarat Apollo Industries Limited","  30,721 "
"1557","DELPHIFX","DELPHI WORLD MONEY LIMITED","  30,691 "
"1558","PILITA","PIL ITALICA LIFESTYLE LIMITED","  30,668 "
"1559","ELECTHERM","Electrotherm (India) Limited","  30,589 "
"1560","ABAN","Aban Offshore Limited","  30,554 "
"1561","TEMBO","Tembo Global Industries Limited","  30,330 "
"1562","INDTERRAIN","Indian Terrain Fashions Limited","  30,074 "
"1563","SURANI","Surani Steel Tubes Limited","  30,024 "
"1564","KRITIKA","Kritika Wires Limited","  29,957 "
"1565","HINDCON","Hindcon Chemicals Limited","  29,665 "
"1566","PRITIKAUTO","Pritika Auto Industries Limited","  29,653 "
"1567","AARON","Aaron Industries Limited","  29,545 "
"1568","MWL","Mangalam Worldwide Limited","  29,536 "
"1569","VIRINCHI","Virinchi Limited","  29,401 "
"1570","RAJMET","Rajnandini Metal Limited","  29,169 "
"1571","ZODIAC","Zodiac Energy Limited","  29,040 "
"1572","KMSUGAR","K.M.Sugar Mills Limited","  29,026 "
"1573","ELGIRUBCO","Elgi Rubber Company Limited","  28,954 "
"1574","MARALOVER","Maral Overseas Limited","  28,744 "
"1575","ZEAL","Zeal Global Services Limited","  28,616 "
"1576","USASEEDS","Upsurge Seeds Of Agriculture Limited","  28,596 "
"1577","RAJTV","Raj Television Network Limited","  28,397 "
"1578","PARAGON","Paragon Fine and Speciality Chemical Limited","  28,371 "
"1579","MCLEODRUSS","Mcleod Russel India Limited","  28,360 "
"1580","PRITI","Priti International Limited","  28,059 "
"1581","GULFPETRO","GP Petroleums Limited","  27,939 "
"1582","TRF","TRF Limited","  27,913 "
"1583","MEP","MEP Infrastructure Developers Limited","  27,884 "
"1584","EQUIPPP","Equippp Social Impact Technologies Limited","  27,836 "
"1585","MANOMAY","Manomay Tex India Limited","  27,606 "
"1586","SUPERHOUSE","Superhouse Limited","  27,436 "
"1587","SECL","Salasar Exteriors and Contour Limited","  27,230 "
"1588","GOYALSALT","Goyal Salt Limited","  27,119 "
"1589","EFORCE","Electro Force (India) Limited","  27,086 "
"1590","NECCLTD","North Eastern Carrying Corporation Limited","  27,035 "
"1591","PROPEQUITY","P. E. Analytics Limited","  26,818 "
"1592","FROG","Frog Cellsat Limited","  26,761 "
"1593","BAIDFIN","Baid Finserv Limited","  26,655 "
"1594","ARIES","Aries Agro Limited","  26,600 "
"1595","KRISHCA","Krishca Strapping Solutions Limited","  26,554 "
"1596","PAR","Par Drugs And Chemicals Limited","  26,541 "
"1597","SELMC","SEL Manufacturing Company Limited","  26,342 "
"1598","SUNDRMBRAK","Sundaram Brake Linings Limited","  26,293 "
"1599","RANEENGINE","Rane Engine Valve Limited","  25,943 "
"1600","RAMANEWS","Shree Rama Newsprint Limited","  25,816 "
"1601","SUPREMEPWR","Supreme Power Equipment Limited","  25,716 "
"1602","KAPSTON","Kapston Services Limited","  25,380 "
"1603","IRIS","Iris Business Services Limited","  25,208 "
"1604","ABINFRA","A B Infrabuild Limited","  25,204 "
"1605","KANPRPLA","Kanpur Plastipack Limited","  25,129 "
"1606","SEJALLTD","Sejal Glass Limited","  25,038 "
"1607","TARACHAND","Tara Chand InfraLogistic Solutions Limited","  25,001 "
"1608","RUCHINFRA","Ruchi Infrastructure Limited","  24,998 "
"1609","GINNIFILA","Ginni Filaments Limited","  24,667 "
"1610","BTML","Bodhi Tree Multimedia Limited","  24,661 "
"1611","AHLEAST","Asian Hotels (East) Limited","  24,641 "
"1612","SVLL","Shree Vasu Logistics Limited","  24,480 "
"1613","SPECTSTM","Spectrum Talent Management Limited","  24,409 "
"1614","RHL","Robust Hotels Limited","  24,407 "
"1615","LAL","Lorenzini Apparels Limited","  24,399 "
"1616","BYKE","The Byke Hospitality Ltd","  24,279 "
"1617","COMPUSOFT","Compucom Software Limited","  23,975 "
"1618","AKSHARCHEM","AksharChem India Limited","  23,975 "
"1619","SARTELE","Sar Televenture Limited","  23,963 "
"1620","RPPL","Rajshree Polypack Limited","  23,917 "
"1621","ALMONDZ","Almondz Global Securities Limited","  23,914 "
"1622","INTENTECH","Intense Technologies Limited","  23,902 "
"1623","MGEL","Mangalam Global Enterprise Limited","  23,862 "
"1624","HILTON","Hilton Metal Forging Limited","  23,846 "
"1625","NDGL","Naga Dhunseri Group Limited","  23,799 "
"1626","DUCON","Ducon Infratechnologies Limited","  23,785 "
"1627","SJLOGISTIC","S J Logistics (India) Limited","  23,752 "
"1628","GILLANDERS","Gillanders Arbuthnot & Company Limited","  23,711 "
"1629","CANARYS","Canarys Automations Limited","  23,597 "
"1630","MAHESHWARI","Maheshwari Logistics Limited","  23,589 "
"1631","CORALFINAC","Coral India Finance & Housing Limited","  23,577 "
"1632","GREENCHEF","Greenchef Appliances Limited","  23,470 "
"1633","AURDIS","Aurangabad Distillery Limited","  23,370 "
"1634","SOFTTECH","Softtech Engineers Limited","  23,349 "
"1635","AARVI","Aarvi Encon Limited","  23,322 "
"1636","DTIL","Dhunseri Tea & Industries Limited","  23,290 "
"1637","IVP","IVP Limited","  23,177 "
"1638","PALREDTEC","Palred Technologies Limited","  23,132 "
"1639","EROSMEDIA","Eros International Media Limited","  23,115 "
"1640","INDOTHAI","Indo Thai Securities Limited","  22,965 "
"1641","NITCO","Nitco Limited","  22,779 "
"1642","WELINV","Welspun Investments and Commercials Limited","  22,753 "
"1643","MAGNUM","Magnum Ventures Limited","  22,718 "
"1644","QMSMEDI","QMS Medical Allied Services Limited","  22,696 "
"1645","ATAM","Atam Valves Limited","  22,531 "
"1646","GENCON","Generic Engineering Construction and Projects Limited","  22,487 "
"1647","CCHHL","Country Club Hospitality & Holidays Limited","  22,476 "
"1648","GIRRESORTS","GIR Natureview Resorts Limited","  22,472 "
"1649","RELCHEMQ","Reliance Chemotex Industries Limited","  22,431 "
"1650","ARSHIYA","Arshiya Limited","  22,395 "
"1651","VITAL","Vital Chemtech Limited","  22,334 "
"1652","LLOYDS","Lloyds Luxuries Limited","  22,275 "
"1653","MADHAVBAUG","Vaidya Sane Ayurved Laboratories Limited","  22,246 "
"1654","KEL","Kundan Edifice Limited","  22,177 "
"1655","CHAVDA","Chavda Infra Limited","  22,042 "
"1656","ASCOM","Ascom Leasing & Investments Limited","  22,017 "
"1657","SHIGAN","Shigan Quantum Technologies Limited","  21,992 "
"1658","VETO","Veto Switchgears And Cables Limited","  21,992 "
"1659","MOS","Mos Utility Limited","  21,943 "
"1660","INDOWIND","Indowind Energy Limited","  21,896 "
"1661","INVENTURE","Inventure Growth & Securities Limited","  21,840 "
"1662","SWASTIK","Swastik Pipe Limited","  21,803 "
"1663","SUVIDHAA","Suvidhaa Infoserve Limited","  21,782 "
"1664","BAFNAPH","Bafna Pharmaceuticals Limited","  21,764 "
"1665","ALPA","Alpa Laboratories Limited","  21,735 "
"1666","BSL","BSL Limited","  21,665 "
"1667","INFOLLION","Infollion Research Services Limited","  21,611 "
"1668","TTL","T T Limited","  21,520 "
"1669","LOVABLE","Lovable Lingerie Limited","  21,519 "
"1670","TEXMOPIPES","Texmo Pipes and Products Limited","  21,429 "
"1671","ZEELEARN","Zee Learn Limited","  21,359 "
"1672","USK","Udayshivakumar Infra Limited","  21,340 "
"1673","MODIRUBBER","Modi Rubber Limited","  21,284 "
"1674","TREJHARA","TREJHARA SOLUTIONS LIMITED","  21,269 "
"1675","MAHAPEXLTD","Maha Rashtra Apex Corporation Limited","  21,268 "
"1676","DCI","Dc Infotech And Communication Limited","  21,162 "
"1677","DIGIKORE","Digikore Studios Limited","  21,006 "
"1678","SURANAT&P","Surana Telecom and Power Limited","  20,975 "
"1679","IEL","Indiabulls Enterprises Limited","  20,925 "
"1680","TOTAL","Total Transport Systems Limited","  20,909 "
"1681","EFACTOR","E Factor Experiences Limited","  20,745 "
"1682","VIPULLTD","Vipul Limited","  20,697 "
"1683","SALSTEEL","S.A.L. Steel Limited","  20,647 "
"1684","A2ZINFRA","A2Z Infra Engineering Limited","  20,606 "
"1685","RHFL","Reliance Home Finance Limited","  20,594 "
"1686","FRETAIL","Future Retail Limited","  20,336 "
"1687","DENEERS","De Neers Tools Limited","  20,160 "
"1688","LATTEYS","Latteys Industries Limited","  20,066 "
"1689","SPLIL","SPL Industries Limited","  19,952 "
"1690","KDL","Kore Digital Limited","  19,943 "
"1691","JOCIL","Jocil Limited","  19,898 "
"1692","TARMAT","Tarmat Limited","  19,854 "
"1693","NOIDATOLL","Noida Toll Bridge Company Limited","  19,830 "
"1694","ATLANTAA","Atlantaa  Limited","  19,764 "
"1695","UNIHEALTH","Unihealth Consultancy Limited","  19,727 "
"1696","UNITEDPOLY","United Polyfab Gujarat Limited","  19,726 "
"1697","AKSHOPTFBR","Aksh Optifibre Limited","  19,686 "
"1698","SRIVASAVI","Srivasavi Adhesive Tapes Limited","  19,681 "
"1699","ARCHIDPLY","Archidply Industries Limited","  19,656 "
"1700","AIROLAM","Airo Lam limited","  19,555 "
"1701","ROCKINGDCE","Rockingdeals Circular Economy Limited","  19,487 "
"1702","ASPINWALL","Aspinwall and Company Limited","  19,350 "
"1703","VAISHALI","Vaishali Pharma Limited","  19,280 "
"1704","KBCGLOBAL","KBC Global Limited","  19,244 "
"1705","KAKATCEM","Kakatiya Cement Sugar & Industries Limited","  19,217 "
"1706","SIGIND","Signet Industries Limited","  19,193 "
"1707","ARVEE","Arvee Laboratories (India) Limited","  19,059 "
"1708","AVONMORE","Avonmore Capital & Management Services Limited","  18,986 "
"1709","VISESHINFO","Visesh Infotecnics Limited","  18,872 "
"1710","JMA","Jullundur Motor Agency (Delhi) Limited","  18,810 "
"1711","AKI","AKI India Limited","  18,741 "
"1712","NILASPACES","Nila Spaces Limited","  18,710 "
"1713","RAJSREESUG","Rajshree Sugars & Chemicals Limited","  18,622 "
"1714","SHIVATEX","Shiva Texyarn Limited","  18,550 "
"1715","FELIX","Felix Industries Limited","  18,498 "
"1716","MANAKCOAT","Manaksia Coated Metals & Industries Limited","  18,481 "
"1717","BAHETI","Baheti Recycling Industries Limited","  18,477 "
"1718","EMMBI","Emmbi Industries Limited","  18,407 "
"1719","GLOBALVECT","Global Vectra Helicorp Limited","  18,361 "
"1720","TOUCHWOOD","Touchwood Entertainment Limited","  18,284 "
"1721","WEIZMANIND","Weizmann Limited","  18,238 "
"1722","SHAH","Shah Metacorp Limited","  18,230 "
"1723","SMARTLINK","Smartlink Holdings Limited","  18,090 "
"1724","DRCSYSTEMS","DRC Systems India Limited","  18,082 "
"1725","NIRMAN","Nirman Agri Genetics Limited","  18,076 "
"1726","ALPHAGEO","Alphageo (India) Limited","  18,066 "
"1727","PASHUPATI","Pashupati Cotspin Limited","  18,035 "
"1728","UMAEXPORTS","Uma Exports Limited","  18,004 "
"1729","BEARDSELL","Beardsell Limited","  17,904 "
"1730","SHRITECH","Shri Techtex Limited","  17,852 "
"1731","ISFT","Intrasoft Technologies Limited","  17,847 "
"1732","TECHLABS","Trident Techlabs Limited","  17,808 "
"1733","BHARATGEAR","Bharat Gears Limited","  17,750 "
"1734","GVPTECH","GVP Infotech Limited","  17,670 "
"1735","NIRAJ","Niraj Cement Structurals Limited","  17,548 "
"1736","CAPTRUST","Capital Trust Limited","  17,548 "
"1737","RKEC","RKEC Projects Limited","  17,537 "
"1738","BAGFILMS","B.A.G Films and Media Limited","  17,501 "
"1739","ARHAM","Arham Technologies Limited","  17,364 "
"1740","MUKTAARTS","Mukta Arts Limited","  17,357 "
"1741","LOTUSEYE","Lotus Eye Hospital and Institute Limited","  17,344 "
"1742","TRANSTEEL","Transteel Seating Technologies Limited","  17,333 "
"1743","DANGEE","Dangee Dums Limited","  17,322 "
"1744","DYNAMIC","Dynamic Services & Security Limited","  17,256 "
"1745","WORTH","Worth Peripherals Limited","  17,224 "
"1746","AHLADA","Ahlada Engineers Limited","  17,153 "
"1747","SIKKO","Sikko Industries Limited","  17,136 "
"1748","KOHINOOR","Kohinoor Foods Limited","  17,109 "
"1749","DUCOL","Ducol Organics And Colours Limited","  17,106 "
"1750","FCONSUMER","Future Consumer Limited","  16,975 "
"1751","KREBSBIO","Krebs Biochemicals and Industries Limited","  16,893 "
"1752","PRAKASHSTL","Prakash Steelage Limited","  16,888 "
"1753","INDBANK","Indbank Merchant Banking Services Limited","  16,864 "
"1754","XELPMOC","Xelpmoc Design And Tech Limited","  16,693 "
"1755","AMJLAND","Amj Land Holdings Limited","  16,687 "
"1756","UMANGDAIRY","Umang Dairies Limited","  16,656 "
"1757","DJML","DJ Mediaprint & Logistics Limited","  16,529 "
"1758","JHS","JHS Svendgaard Laboratories Limited","  16,517 "
"1759","CADSYS","Cadsys (India) Limited","  16,506 "
"1760","SURANASOL","Surana Solar Limited","  16,386 "
"1761","RILINFRA","Rachana Infrastructure Limited","  16,382 "
"1762","SADBHIN","Sadbhav Infrastructure Project Limited","  16,378 "
"1763","URBAN","Urban Enviro Waste Management Limited","  16,313 "
"1764","LAMBODHARA","Lambodhara Textiles Limited","  16,257 "
"1765","UNITEDTEA","The United Nilgiri Tea Estates Company Limited","  16,176 "
"1766","SECURKLOUD","SECUREKLOUD TECHNOLOGIES LIMITED","  16,121 "
"1767","SMSLIFE","SMS Lifesciences India Limited","  16,011 "
"1768","IL&FSTRANS","IL&FS Transportation Networks Limited","  15,955 "
"1769","MANAKALUCO","Manaksia Aluminium Company Limited","  15,925 "
"1770","INDIANCARD","Indian Card Clothing Company Limited","  15,913 "
"1771","SUMIT","Sumit Woods Limited","  15,859 "
"1772","THOMASCOTT","Thomas Scott (India) Limited","  15,851 "
"1773","BALPHARMA","Bal Pharma Limited","  15,812 "
"1774","PARTYCRUS","Party Cruisers Limited","  15,730 "
"1775","PANSARI","Pansari Developers Limited","  15,720 "
"1776","MADHUSUDAN","Madhusudan Masala Limited","  15,719 "
"1777","INCREDIBLE","INCREDIBLE INDUSTRIES LIMITED","  15,666 "
"1778","KARNIKA","Karnika Industries Limited","  15,630 "
"1779","LAGNAM","Lagnam Spintex Limited","  15,558 "
"1780","VARDMNPOLY","Vardhman Polytex Limited","  15,556 "
"1781","MANGALAM","Mangalam Drugs And Organics Limited","  15,535 "
"1782","TIRUPATIFL","Tirupati Forge Limited","  15,484 "
"1783","SIL","Standard Industries Limited","  15,439 "
"1784","3RDROCK","3rd Rock Multimedia Limited","  15,316 "
"1785","SALONA","Salona Cotspin Limited","  15,300 "
"1786","AMDIND","AMD Industries Limited","  15,285 "
"1787","YUDIZ","Yudiz Solutions Limited","  15,273 "
"1788","SWARAJ","Swaraj Suiting Limited","  15,264 "
"1789","FIDEL","Fidel Softech Limited","  15,187 "
